id,title,authors,publisher,published_date,categories,review_score,review_text,review_summary,review_helpfulness,review_time,user_id,profile_name,helpfulness_numerator,helpfulness_denominator,helpfulness_ratio,authors_array,categories_array,author_count,category_count,is_helpful,has_multiple_authors,has_multiple_categories,is_recent_review
0807218596,Milkweed,Unknown Author,Unknown Publisher,Unknown Date,Unknown Category,5.0,"Milkweed is one of the most interesting books I have ever read. I definately recommend it to anyone who is interested in the Holocaust or enjoys reading books with a heartwarming story. I think Milkweed shows the true innoncence of some people during the Holocaust. Other than the historical points, Milkweed contains family values. I loved this bok and I think anyone will too!",This book is soooo good!,0/0,1141862400,unknown_user,Anonymous,0,0,0.0,['Unknown Author'],['Unknown Category'],1,1,0,0,0,0
0813366801,Outer Space: Problems Of Law And Policy,Unknown Author,Unknown Publisher,Unknown Date,Unknown Category,5.0,"As a law student, I am very interested in space law and thought that I would have a hard time finding anything on the subject. I was wrong! This book provides an excellent summary of the whole field; it's also clearer and better-written, not to more interesting, than most legal casebooks. It also contains a lot of useful reference material that would be handy to have on a shelf in law practice. Great!",A first-rate introduction to space law,4/4,903830400,unknown_user,Anonymous,4,4,1.0,['Unknown Author'],['Unknown Category'],1,1,1,0,0,0
0865714150,"Making a Difference Scholarships for a Better Worl: Fellowships, Social Entrepreneur Funds, Community Service Awards (Making a Difference Series)",['miriam Weinstein'],New Society Publishers,2000,"['education, Humanistic']",5.0,"Now in a thoroughly revised, updated and expanded second edition, Miriam Weinstein's Making A Difference: Scholarships For A Better World continues to be one of the most &quot;user friendly&quot; scholarship/fellowship resource guide books available for use by students, volunteers, activists, community organizers, and environmentalists seeking financial support to further their education or to fund their organizational work in the fields of labor, peace, environmental studies, and other community enhancing endeavors. This compendium of information for high school and public service awards; undergraduate scholarships; post-graduate fellowships; community-based grants; and social entrepreneur funds is a seminal reference that should be acquired by every school, community service, and public library system in the country.",A &quot;user friendly&quot; scholarship/fellowship resource guide book,5/5,983836800,A14OJS0VWMOSWO,Midwest Book Review,5,5,1.0,"[""['miriam Weinstein']""]","[""['education"", ""Humanistic']""]",1,2,1,0,0,0
0879612029,Health Unlimited!: Unleash Your Healing Power,Unknown Author,Unknown Publisher,Unknown Date,Unknown Category,0.0,"Excellent, clear, true, obvious and simple.",1216166400,"D.C.""""""",5,A9E6SHOV60DFR,"""Alan M. Immerman """"Alan M. Immerman",0,0,0.0,['Unknown Author'],['Unknown Category'],1,1,0,0,0,0
089303732X,Patient Communication For First Responders and EMS Personnel:The First Hour of Trauma,Unknown Author,Unknown Publisher,Unknown Date,Unknown Category,5.0,"This is a must read for anyone working in the Emergency Medical field, it teaches how the first words spoken to a patient are the most critical and it show's credible evidence that not only is this method of communication nessicary but also medicine for the mind's healing capabilities. I not only recommend this to anyone who works with EMS but i request it become part of the Learing Criteria. The pertinent contained in this book is one that can only help, not only the care takers but the patient also, not just at the time of the accident but for a lifetime.",An EMT's / Paramedic's MUST HAVE,2/2,946771200,A3KUZW9UAOL6XE,"""DK """"Still wondering...""""""",2,2,1.0,['Unknown Author'],['Unknown Category'],1,1,1,0,0,0
141378190X,The (Mis)Adventures of Captain Crazy,['kenneth Schott'],Publishamerica Incorporated,2005-08-01,Unknown Category,4.0,if oprah doesnt review this book then shes just mad. If I were her I would read this book and then give everyone in the audience one.,lookout Oprahs bookclub!!,0/0,1128988800,A3KFA5ROA7NMSL,"""Hugh """"Hugh""""""",0,0,0.0,"[""['kenneth Schott']""]",['Unknown Category'],1,1,0,0,0,0
1564594734,Ritual of the Original Rose of Seven Seals,"['anonymous', 'literary Licensing, Llc']","Literary Licensing, Llc",2014-03,Unknown Category,5.0,An important work for those who need to know exactly how the ritual of initiation has come to pass. Full of good insights.,A Rare Find!,0/1,1127088000,AA1C74ZRMMOHK,Girl Mystic,0,1,0.0,"[""['anonymous'"", ""'literary Licensing"", ""Llc']""]",['Unknown Category'],3,1,0,1,0,0
1567182585,Crystal Medicine (More Crystals and New Age),['marguerite Elsbeth'],Llewellyn Worldwide,1997,"['body, Mind & Spirit']",4.0,"...this book has a very Native American spirituality slant...also Paganism/Wicca oriented too, which is not necessarily a bad thing - it's just good to be aware of if you are not into that sort of thing - I am, so was pleased with this book. It has good info on more modern or newer crystals and gems than some of the other crystal books out there. It may not be the absolute best beginner's book and the writing lacked warmth (or something!) but it does has some useful and fascinating info on healing, correspondences and much from the author's personal experience as a Native American healer and (if I recall correctly) Wiccan high priestess. The crystal-and-moonlight healing water is one of the things that orignally caught my eye and the color pictures are beautiful and helpful.",Good info on many modern crystals and gems but...,8/8,927158400,unknown_user,Anonymous,8,8,1.0,"[""['marguerite Elsbeth']""]","[""['body"", ""Mind & Spirit']""]",1,2,1,0,0,0
157223038X,Garden Birds of America: A Gallery of Garden Birds & How to Attract Them,"['george H. Harrison', 'kit Harrison']",Unknown Publisher,1996,['nature'],4.0,"I've been hunting for a book about common backyard birds which had big, clear pictures, to make it easier for my young kids (5, 3 and 1.5 years) to see the distinguishing characteristics of each bird. The photographs in this book are beautiful! The colors are crisp, details are vivid. Many of the scenes are breathtaking -- birds in flight, feeding their young. The pictures are also large, each occupies an entire page.Of course, Harrison includes information on the birds -- descriptions, what they eat, their habitats, how to attract them, etc. The info is at par with the other bird books. The photos make the difference. I highly recommend this for both beginner bird watchers (like my family), and for bird lovers.",Beautiful photography,5/5,955584000,A3801H5UJ0R317,"""MVM """"Momfourever""""""",5,5,1.0,"[""['george H. Harrison'"", ""'kit Harrison']""]","[""['nature']""]",2,1,1,1,0,0
1580628451,Teen Torment: Overcoming Verbal Abuse at Home and at School,['patricia Evans'],Adams Media,2003,['juvenile Nonfiction'],5.0,"There is nothing that a survivor of verbal abuse wants more than to spare their children the devastation of a lifetime exposure to verbal abuse. Unfortunately, for those who have not felt it, or cannot wrap their mind around the concept and articulate it, the concept of verbal abuse, and its devastating effects, can seem very abstract. Teen Torment, as I read it, took the concept of verbal abuse, presenting it and analyzing it in a context that everyone has experienced (as a teen). Teen Torment presents an analysis of verbal abuse in a context which anyone who has experienced teen life has lived through. Thus making the concept of verbal abuse less abstract, and far easier to grasp and understand. The beauty of this approach is that once a person learns to identify verbal abuse in the context of teen life, they are much better prepared to recognize it in the context of intimate relationships. An added bonus is that a victim in a verbally abusive relationship can read this book without drawing the critical attention of the abuser, as the title (Teen Torment) does not immediately reveal a topic which the abuser, at first glance, might find threatening. In short, this is a great book on verbal abuse that has application to all people who seek to gain a greater understanding of verbal abuse, and particularly for parents who desire to spare their children from the torment of verbal abuse.",Teach your children to recognize and reject verbal abuse.,14/14,1072742400,AT9RYV0R85M6T,John Haroldson,14,14,1.0,"[""['patricia Evans']""]","[""['juvenile Nonfiction']""]",1,1,1,0,0,0
